timestamp(ms),acceleration_x(g),acceleration_y(g),acceleration_z(g),roll(rad),pitch(rad),yaw(rad),angular_velocity_x(rad/sec),angular_velocity_y(rad/sec),angular_velocity_z(rad/sec)
1397198599905,-0.0513,0.0120,-0.0809,-0.5318,0.6135,-2.4410,-0.0862,-0.0862,-0.2543
1397198600005,-0.0038,-0.0814,-0.0873,-0.5233,0.6055,-2.4631,0.0370,0.0370,-0.0961
1397198600104,0.0796,-0.0683,0.1348,-0.5260,0.6243,-2.4702,-0.2850,-0.2850,-0.0868
1397198600203,0.0111,-0.0158,-0.1106,-0.5135,0.6118,-2.4916,0.2429,0.2429,-0.0629
1397198600303,-0.0579,-0.0560,0.0262,-0.5389,0.6286,-2.4744,0.0753,0.0753,-0.0869
1397198600402,-0.0921,0.1006,-0.0901,-0.5170,0.6183,-2.5079,-0.2093,-0.2093,-0.3741
1397198600502,0.0804,-0.0346,-0.0809,-0.4857,0.6143,-2.5397,0.0576,0.0576,0.0560
1397198600601,0.0681,-0.0032,0.1539,-0.5103,0.6180,-2.5273,-0.4296,-0.4296,0.2747
1397198600700,0.0756,0.0213,0.1465,-0.5268,0.6330,-2.5140,-0.0172,-0.0172,0.1911
1397198600799,-0.0135,-0.1290,0.0974,-0.5509,0.6335,-2.5022,-0.0018,-0.0018,-0.1012
1397198600899,-0.0406,0.0518,-0.0827,-0.5178,0.6278,-2.5424,-0.2428,-0.2428,-0.3223
1397198600998,-0.0602,0.0961,-0.1429,-0.4759,0.6034,-2.5740,-0.0748,-0.0748,-0.1028
1397198601098,-0.0400,0.1064,-0.0889,-0.4546,0.5794,-2.5965,-0.1013,-0.1013,-0.2117
1397198601197,0.0038,0.0627,-0.0868,-0.4597,0.5810,-2.5979,0.3001,0.3001,0.1818
1397198601296,-0.0852,0.0159,-0.0106,-0.5163,0.5981,-2.5655,0.1637,0.1637,0.0093
1397198601395,-0.1244,0.0543,-0.1729,-0.5510,0.5824,-2.5505,0.3770,0.3770,0.1577
1397198601495,-0.1063,-0.0454,0.1245,-0.6205,0.6061,-2.4991,0.1149,0.1149,-0.0187
1397198601594,-0.2350,0.0140,-0.0986,-0.5966,0.5865,-2.5087,-0.3620,-0.3620,-0.4859
1397198601693,0.0960,-0.0720,0.2217,-0.5075,0.6048,-2.5764,-0.7819,-0.7819,-0.7267
1397198601793,0.0142,0.0361,-0.1449,-0.4005,0.5581,-2.6707,-0.4022,-0.4022,-0.4239
1397198601892,0.0616,0.0788,-0.0736,-0.3296,0.5326,-2.7266,-0.4222,-0.4222,-0.2259
1397198601991,-0.0186,0.1104,-0.0989,-0.3219,0.5082,-2.7358,0.2444,0.2444,0.0752
1397198602091,-0.0195,0.0203,0.0125,-0.3733,0.5193,-2.7103,0.3825,0.3825,0.1176
1397198602190,-0.0337,0.0715,0.0625,-0.4362,0.5403,-2.6784,0.3470,0.3470,0.1314
1397198602289,-0.0449,0.0867,0.0546,-0.4851,0.5520,-2.6539,0.4571,0.4571,-0.1216
1397198602389,-0.0067,-0.0032,0.0635,-0.4979,0.5537,-2.6526,-0.0677,-0.0677,-0.1244
1397198602488,-0.0488,0.0435,-0.1090,-0.4702,0.5397,-2.6786,-0.1648,-0.1648,-0.0758
1397198602587,0.0791,0.0020,0.1622,-0.4661,0.5631,-2.6813,0.0805,0.0805,0.0598
1397198602687,-0.0615,-0.0278,-0.0929,-0.4407,0.5440,-2.7064,-0.4112,-0.4112,-0.2471
1397198602786,-0.0506,0.1530,-0.1087,-0.4215,0.5230,-2.7313,0.0012,0.0012,0.0684
1397198602886,-0.0120,-0.0440,-0.0784,-0.4528,0.5387,-2.7213,0.7812,0.7812,-0.4816
1397198602985,-0.3527,0.1986,-0.4548,-0.4893,0.5121,-2.7156,-0.5549,-0.5549,0.3848
1397198603084,0.1096,-0.0735,0.2811,-0.5660,0.5818,-2.6768,0.8169,0.8169,-0.0244
1397198603184,-0.2984,-0.0661,-0.1223,-0.6540,0.5655,-2.6560,-0.0738,-0.0738,0.2235
1397198603283,-0.0931,0.0140,0.0779,-0.6522,0.5896,-2.6907,-0.4064,-0.4064,-0.4990
1397198603382,-0.0037,0.0755,0.0252,-0.6200,0.5773,-2.7525,-0.0141,-0.0141,-0.5380
1397198603481,-0.5188,-0.2784,-0.7843,-0.6338,0.5525,-2.7865,-0.2590,-0.2590,0.4129
1397198603581,0.2372,0.0892,0.8395,-0.7174,0.6960,-2.6943,0.1492,0.1492,-0.7638
1397198603680,-0.7365,-0.2807,-1.1473,-0.6566,0.5181,-2.8558,-2.5623,-2.5623,1.6202
1397198603780,0.3052,-0.2550,0.7636,-0.6510,0.6867,-2.8108,0.8331,0.8331,-1.5251
1397198603879,-0.2245,0.1710,-0.4196,-0.5669,0.5648,-2.9411,-1.4849,-1.4849,1.3689
1397198603978,-0.0551,-0.0427,0.3008,-0.7198,0.6121,-2.8011,1.7437,1.7437,0.1503
1397198604078,-0.1527,-0.0403,0.2379,-0.8325,0.6188,-2.7201,-0.4447,-0.4447,0.6317
1397198604177,-0.0970,-0.0982,0.1198,-0.8244,0.6001,-2.7850,-0.7570,-0.7570,-0.7180
1397198604276,0.0519,0.0341,0.0703,-0.7161,0.6118,-2.9154,-0.4721,-0.4721,-0.6432
1397198604376,-0.1808,-0.0553,-0.1297,-0.6912,0.6000,-2.9790,-0.0530,-0.0530,-0.1941
1397198604475,0.0205,-0.0815,0.3023,-0.6984,0.6261,-3.0098,-0.8429,-0.8429,-0.4012
1397198604574,-0.0504,-0.0254,-0.1462,-0.6383,0.5948,-3.1137,-0.1899,-0.1899,-0.5043
1397198604673,0.1068,0.0839,0.1529,-0.6328,0.6078,-3.1310,0.0173,0.0173,0.0999
1397198604773,-0.1236,-0.0630,0.0777,-0.7208,0.5998,-3.0752,0.6948,0.6948,0.3233
1397198604872,-0.1455,-0.0527,0.2041,-0.7680,0.6195,-3.0650,-0.5602,-0.5602,-0.4781
1397198604971,-0.0881,-0.0304,-0.0487,-0.6735,0.5957,3.1056,-0.4877,-0.4877,-0.7600
1397198605071,0.0914,-0.0402,0.0833,-0.5815,0.5901,3.0124,-0.5951,-0.5951,-0.3952
1397198605170,0.0519,-0.0425,0.0286,-0.5381,0.5839,2.9621,-0.3128,-0.3128,-0.2421
1397198605270,0.0952,0.0359,0.0042,-0.5154,0.5833,2.9299,0.1128,0.1128,0.0427
1397198605369,-0.0762,0.0694,-0.0998,-0.5668,0.5996,2.9549,0.6571,0.6571,0.2945
1397198605468,-0.0882,-0.0172,0.1258,-0.6135,0.6119,2.9469,-0.4634,-0.4634,-0.1107
1397198605568,-0.0337,0.0809,-0.0168,-0.5683,0.6233,2.8714,-0.4274,-0.4274,-0.2613
1397198605667,-0.0514,0.0464,-0.1699,-0.5393,0.6117,2.8308,0.1688,0.1688,-0.1507
1397198605766,-0.0344,0.0008,-0.0262,-0.5162,0.6209,2.7985,-0.1029,-0.1029,-0.2025
1397198605866,-0.0288,0.1087,-0.0929,-0.5118,0.6152,2.7897,0.0286,0.0286,0.1756
1397198605965,-0.1230,-0.0572,-0.0944,-0.5290,0.6267,2.7982,0.0716,0.0716,-0.1825
1397198606064,-0.0126,0.0316,-0.1011,-0.5075,0.6115,2.7735,0.0622,0.0622,-0.0589
1397198606164,-0.1189,0.0327,-0.1806,-0.5407,0.6056,2.7989,0.4948,0.4948,0.0916
1397198606263,0.0195,-0.0792,0.2146,-0.5506,0.6027,2.7963,-0.4413,-0.4413,-0.2213
1397198606362,-0.0181,0.1023,-0.0763,-0.5245,0.5867,2.7732,-0.0111,-0.0111,0.0012
1397198606462,-0.0859,0.1226,-0.0546,-0.5443,0.5679,2.7880,-0.0716,-0.0716,-0.0062
1397198606561,0.0049,0.0385,0.0052,-0.5473,0.5668,2.7847,0.1910,0.1910,-0.0830
1397198606660,-0.0340,-0.0026,0.0333,-0.5585,0.5602,2.7864,0.1022,0.1022,-0.1745
1397198606759,-0.0450,0.0956,-0.0009,-0.5509,0.5597,2.7747,-0.2509,-0.2509,-0.1302
1397198606859,0.0503,-0.0167,0.0154,-0.5171,0.5461,2.7414,-0.3201,-0.3201,-0.0622
1397198606958,0.0098,-0.0055,-0.0022,-0.4915,0.5391,2.7169,-0.2623,-0.2623,-0.1891
1397198607058,-0.0657,0.1052,-0.1728,-0.4796,0.5308,2.7078,0.2403,0.2403,0.0810
1397198607157,0.0540,-0.0088,0.1423,-0.4964,0.5454,2.7195,-0.2343,-0.2343,-0.1149
1397198607256,-0.1104,0.1157,-0.2895,-0.4780,0.5186,2.6966,0.3473,0.3473,-0.0101
1397198607356,-0.0598,-0.0555,0.0036,-0.5053,0.5484,2.7233,0.1072,0.1072,-0.1181
1397198607455,-0.1717,-0.0455,-0.2617,-0.4867,0.5286,2.7013,-0.0363,-0.0363,-0.3704
1397198607554,-0.0706,0.0126,-0.1468,-0.4729,0.5168,2.6901,-0.4052,-0.4052,0.0867
1397198607654,0.1378,0.0814,0.2054,-0.4669,0.5378,2.6930,-0.5301,-0.5301,0.2150
1397198607753,-0.0224,0.1225,-0.0345,-0.4870,0.5378,2.7141,0.4449,0.4449,0.1537
1397198607852,-0.1516,0.0254,-0.1509,-0.5103,0.5447,2.7311,0.3169,0.3169,-0.1970
1397198607952,-0.0621,0.0397,-0.1486,-0.4634,0.5221,2.6888,-0.3029,-0.3029,-0.3740
1397198608051,0.0031,-0.0084,-0.2062,-0.4350,0.5039,2.6742,0.2746,0.2746,0.0939
1397198608150,0.0923,0.0343,0.1880,-0.4717,0.5188,2.7066,-0.4365,-0.4365,0.3055
1397198608250,-0.0561,0.1310,-0.0511,-0.4813,0.5165,2.7142,0.1934,0.1934,-0.0648
1397198608349,0.0025,0.0523,-0.0401,-0.4683,0.5206,2.7035,0.2301,0.2301,-0.3071
1397198608448,-0.0427,0.0034,-0.2765,-0.4534,0.4941,2.6911,0.3527,0.3527,0.0133
1397198608548,-0.0805,0.0342,-0.0743,-0.4974,0.5040,2.7314,0.1985,0.1985,0.2094
1397198608647,0.0691,0.0802,0.1329,-0.4938,0.5190,2.7232,-0.4457,-0.4457,-0.1367
1397198608747,0.0098,0.1007,-0.1194,-0.4871,0.5110,2.7248,0.4369,0.4369,0.1220
1397198608846,-0.0114,-0.0437,-0.0585,-0.4923,0.5059,2.7263,0.0229,0.0229,-0.1478
1397198608945,0.0515,-0.0161,-0.0442,-0.4679,0.5003,2.7071,-0.1535,-0.1535,-0.0272
1397198609044,-0.0004,-0.0364,-0.0466,-0.4841,0.5013,2.7252,0.1584,0.1584,0.2259
1397198609144,0.0819,-0.0045,0.1817,-0.5059,0.5295,2.7443,-0.1548,-0.1548,0.0119
1397198609243,-0.0196,0.0266,-0.1903,-0.4954,0.5159,2.7319,0.3878,0.3878,-0.0716
1397198609342,-0.0839,-0.0544,-0.1104,-0.4974,0.5179,2.7356,0.1394,0.1394,-0.1769
1397198609442,0.0078,0.0948,-0.0333,-0.4789,0.5061,2.7223,-0.2227,-0.2227,0.1491
1397198609541,0.1431,0.0431,0.1502,-0.4819,0.5230,2.7332,0.2984,0.2984,0.1170
1397198609640,-0.0034,0.0031,-0.2233,-0.4622,0.5016,2.7106,0.3036,0.3036,-0.3191
1397198609740,0.0252,0.0118,-0.1347,-0.4636,0.4997,2.7205,0.4196,0.4196,0.2267
1397198609839,0.0786,0.0430,0.2057,-0.4957,0.5131,2.7467,-0.3853,-0.3853,0.1301
1397198609938,0.0175,-0.0318,0.0173,-0.4861,0.5087,2.7391,0.2194,0.2194,-0.1621
1397198610038,0.0561,-0.0106,-0.0061,-0.4551,0.5100,2.7158,-0.2069,-0.2069,-0.1188
1397198610137,0.2033,-0.0150,0.1329,-0.4213,0.5056,2.6936,-0.2583,-0.2583,0.1282
1397198610237,-0.0000,-0.0405,-0.0670,-0.4538,0.5100,2.7214,0.4356,0.4356,0.2328
1397198610336,0.1320,-0.0019,0.2089,-0.4945,0.5419,2.7550,-0.1457,-0.1457,0.2959
1397198610435,-0.0049,-0.0918,-0.0180,-0.5278,0.5308,2.7803,0.3095,0.3095,0.2418
1397198610534,-0.0123,-0.0367,0.1239,-0.5459,0.5481,2.7918,-0.3225,-0.3225,-0.3424
1397198610634,-0.0182,0.0066,-0.2163,-0.4856,0.5237,2.7375,0.0160,0.0160,-0.2660
1397198610733,0.1769,-0.0266,0.1465,-0.4698,0.5307,2.7342,-0.3122,-0.3122,0.2744
1397198610832,-0.0342,0.0697,-0.0148,-0.4886,0.5412,2.7554,0.5023,0.5023,-0.0445
1397198610932,-0.0670,-0.0305,-0.1306,-0.4764,0.5416,2.7378,0.3467,0.3467,-0.6033
1397198611031,0.0767,-0.0680,-0.1711,-0.4595,0.5122,2.7165,-0.4472,-0.4472,0.4489
1397198611130,-0.0124,-0.0215,0.1427,-0.4996,0.5407,2.7597,-0.0742,-0.0742,0.1467
1397198611230,-0.0288,0.0349,-0.0839,-0.4939,0.5373,2.7552,0.1323,0.1323,0.1006
1397198611329,-0.0762,0.1376,-0.0102,-0.5225,0.5377,2.7855,0.2524,0.2524,0.1657
1397198611428,-0.1211,-0.0535,-0.0278,-0.5601,0.5429,2.8076,0.0707,0.0707,-0.2203
1397198611528,-0.0918,0.0346,-0.1255,-0.4999,0.5089,2.7524,-0.7498,-0.7498,-0.3368
1397198611627,0.1518,0.0130,0.0393,-0.4404,0.5067,2.7084,-0.2869,-0.2869,-0.1204
1397198611726,0.1115,0.1026,-0.0058,-0.4626,0.4936,2.7240,0.0856,0.0856,0.4071
1397198611826,-0.2034,-0.0702,-0.2284,-0.5777,0.5229,2.8199,1.1548,1.1548,0.3531
1397198611925,-0.2676,0.0332,-0.1205,-0.6223,0.5247,2.8497,-1.2115,-1.2115,-0.1194
1397198612024,0.0939,0.0730,0.0537,-0.5440,0.5183,2.7847,-0.4004,-0.4004,-0.1814
1397198612124,-0.0730,-0.0069,-0.1917,-0.5048,0.4997,2.7596,-0.3835,-0.3835,0.0053
1397198612223,0.0144,0.0845,0.0590,-0.5020,0.5125,2.7599,-0.1016,-0.1016,-0.0765
1397198612322,-0.2840,0.1761,-0.4585,-0.4874,0.4670,2.7404,-0.1001,-0.1001,-0.1419
1397198612422,0.1194,0.0585,-0.0056,-0.4411,0.4848,2.7051,-0.4833,-0.4833,-0.4422
1397198612521,0.1012,0.1679,0.0310,-0.4141,0.4670,2.6880,0.2137,0.2137,0.2519
1397198612620,-0.0914,0.0935,-0.0796,-0.4659,0.4758,2.7330,0.5305,0.5305,0.1606
1397198612720,-0.1397,-0.0064,-0.1037,-0.5077,0.4853,2.7608,0.0645,0.0645,-0.0791
1397198612819,-0.0996,0.0798,-0.2082,-0.4823,0.4637,2.7343,-0.5451,-0.5451,-0.0691
1397198612918,-0.0228,0.0796,0.0055,-0.4636,0.4757,2.7258,-0.1314,-0.1314,-0.2531
1397198613018,-0.0054,0.0833,-0.1112,-0.4324,0.4446,2.6972,-0.0888,-0.0888,-0.2073
1397198613117,-0.0480,0.0557,-0.0896,-0.4503,0.4438,2.7150,0.5532,0.5532,0.2156
1397198613217,-0.1394,0.0843,-0.1111,-0.4892,0.4531,2.7381,0.2922,0.2922,-0.2563
1397198613316,-0.0717,0.0663,-0.1558,-0.4784,0.4541,2.7249,0.3468,0.3468,-0.1984
1397198613415,-0.0338,0.0714,-0.0670,-0.4691,0.4369,2.7167,-0.2104,-0.2104,-0.0311
1397198613515,0.0540,0.0892,0.0397,-0.4520,0.4335,2.6988,0.0747,0.0747,-0.2566
1397198613614,-0.1179,0.0779,-0.2438,-0.4722,0.4207,2.7163,0.5401,0.5401,0.3080
1397198613713,0.0036,0.0208,0.0615,-0.4900,0.4333,2.7186,-0.3587,-0.3587,-0.3854
1397198613812,0.0746,-0.0235,-0.1457,-0.4595,0.4269,2.6872,0.4867,0.4867,0.1056
1397198613912,0.0273,0.0084,0.1673,-0.5137,0.4466,2.7385,-0.0942,-0.0942,0.3783
1397198614011,-0.0009,0.0244,0.0784,-0.5200,0.4537,2.7328,0.1285,0.1285,-0.3947
1397198614110,0.0701,0.0262,0.0215,-0.4890,0.4528,2.7073,-0.0330,-0.0330,0.0206
1397198614210,-0.0013,0.0116,-0.0459,-0.4650,0.4425,2.6893,-0.1230,-0.1230,-0.2457
1397198614310,-0.1733,-0.0701,-0.2782,-0.4373,0.4286,2.6707,0.2738,0.2738,-0.3782
1397198614409,0.1140,-0.0023,-0.0027,-0.4011,0.4175,2.6410,-0.6512,-0.6512,0.0662
1397198614508,0.0162,0.0519,-0.0110,-0.4236,0.4331,2.6645,0.6537,0.6537,0.1574
1397198614607,0.0088,-0.0483,-0.0504,-0.4868,0.4496,2.7054,0.3423,0.3423,0.3293
1397198614707,-0.1510,-0.1296,-0.0404,-0.5446,0.4825,2.7478,0.3229,0.3229,-0.2066
1397198614806,-0.0178,-0.1118,-0.0322,-0.5217,0.4894,2.7238,-0.3556,-0.3556,-0.1680
1397198614905,0.0119,-0.0612,-0.0172,-0.4993,0.4796,2.7018,-0.3791,-0.3791,-0.0682
1397198615005,-0.1039,-0.0896,-0.1226,-0.4481,0.4673,2.6679,-0.4704,-0.4704,-0.2603
1397198615104,0.1340,-0.1176,0.0944,-0.3586,0.4645,2.5915,-0.8030,-0.8030,-0.5295
1397198615203,0.1101,-0.0604,-0.0708,-0.3010,0.4268,2.5444,-0.3333,-0.3333,0.0827
1397198615303,0.0306,-0.0239,-0.1563,-0.3282,0.4262,2.5609,0.1986,0.1986,0.2621
1397198615402,0.0654,-0.0965,0.0632,-0.3918,0.4679,2.6096,0.2606,0.2606,0.3308
1397198615501,-0.0131,-0.0540,-0.0618,-0.4196,0.4648,2.6250,-0.0791,-0.0791,-0.0351
1397198615601,-0.0180,-0.0378,-0.1837,-0.4177,0.4780,2.6315,0.6426,0.6426,-0.0295
1397198615700,-0.0285,-0.0721,-0.0921,-0.4608,0.4802,2.6649,-0.0105,-0.0105,0.2076
1397198615800,0.0383,-0.0235,0.0601,-0.4745,0.4925,2.6791,0.0876,0.0876,0.0800
1397198615898,0.1190,-0.0209,0.1278,-0.5075,0.5132,2.7052,0.1913,0.1913,0.2307
1397198615998,0.0245,-0.1095,0.1694,-0.5021,0.5204,2.7032,-0.2674,-0.2674,-0.3176
1397198616097,-0.0007,-0.0758,-0.1362,-0.4119,0.4844,2.6246,-0.7317,-0.7317,-0.3642
1397198616197,0.0086,-0.0580,-0.1254,-0.3369,0.4637,2.5734,-0.3194,-0.3194,-0.3439
1397198616296,0.0937,0.0408,-0.1158,-0.3108,0.4578,2.5488,0.1205,0.1205,0.1545
1397198616395,-0.0500,0.0338,-0.0959,-0.3593,0.4764,2.5891,0.6273,0.6273,0.2050
1397198616495,0.0146,-0.0808,-0.1402,-0.4212,0.4928,2.6259,0.4618,0.4618,0.2980
1397198616594,0.0915,-0.0259,0.0823,-0.4982,0.4955,2.6849,-0.3876,-0.3876,0.6838
1397198616693,-0.0427,0.1209,0.0531,-0.5611,0.5270,2.7448,0.5796,0.5796,0.2857
1397198616792,0.0674,-0.0133,0.3097,-0.5854,0.5400,2.7684,-0.4063,-0.4063,-0.0729
1397198616891,-0.1690,0.0810,-0.2405,-0.5024,0.4930,2.6885,-0.2390,-0.2390,-0.5381
1397198616991,0.0163,0.0500,-0.0767,-0.4264,0.4862,2.6309,-0.3391,-0.3391,-0.4163
1397198617091,0.0561,-0.0236,-0.1374,-0.3976,0.4619,2.6036,0.3262,0.3262,-0.0100
1397198617190,0.1856,0.1865,0.1605,-0.4739,0.4688,2.6455,-0.0082,-0.0082,0.3665
1397198617289,0.0885,0.1334,0.0695,-0.5127,0.5192,2.6800,-0.2904,-0.2904,0.3640
1397198617389,-0.0714,0.0187,-0.1498,-0.5363,0.5178,2.7030,0.2418,0.2418,0.0836
1397198617488,-0.1490,0.0719,-0.1771,-0.5489,0.5072,2.7142,0.4564,0.4564,-0.2373
1397198617587,-0.1255,-0.0800,-0.1715,-0.5480,0.5050,2.7120,0.6500,0.6500,-0.3537
1397198617686,0.2899,0.0585,0.3685,-0.5162,0.5132,2.6855,-1.4329,-1.4329,0.4840
1397198617786,-0.2111,0.1391,-0.3396,-0.5073,0.5180,2.6844,0.4359,0.4359,-0.1546
1397198617885,0.0030,-0.0176,-0.0677,-0.4677,0.5036,2.6444,-0.2386,-0.2386,-0.2653
1397198617984,-0.0966,-0.0029,-0.2918,-0.4566,0.4961,2.6364,0.8598,0.8598,-0.2305
1397198618084,0.0666,-0.0652,0.0837,-0.4819,0.4852,2.6573,0.2392,0.2392,0.0759
1397198618183,0.0913,-0.0276,0.1593,-0.4925,0.5075,2.6670,-0.2619,-0.2619,0.0897
1397198618283,0.0269,0.0580,0.0829,-0.5006,0.5039,2.6732,-0.2688,-0.2688,0.0123
1397198618381,-0.0232,0.0171,-0.0818,-0.4687,0.5105,2.6490,-0.0739,-0.0739,-0.1222
1397198618481,0.0809,0.0062,-0.0234,-0.4596,0.5067,2.6480,0.1127,0.1127,0.2078
1397198618581,-0.3276,0.0437,-0.3558,-0.4841,0.5075,2.6722,0.8370,0.8370,-0.3930
1397198618680,0.0302,-0.1354,0.1194,-0.4657,0.4988,2.6414,-0.7845,-0.7845,-0.3081
1397198618779,0.1882,-0.0410,0.1548,-0.4425,0.4971,2.6219,-0.4423,-0.4423,0.2004
1397198618879,-0.0820,-0.0701,-0.1086,-0.4759,0.5065,2.6637,0.2633,0.2633,0.2366
1397198618978,0.1283,0.0818,0.0829,-0.5293,0.5125,2.6881,-0.2216,-0.2216,0.4130
1397198619077,-0.0391,0.1102,0.0062,-0.6268,0.5572,2.7698,0.8358,0.8358,0.1834
1397198619177,-0.1659,-0.1715,-0.0557,-0.6376,0.5423,2.7783,-0.2213,-0.2213,-0.1438
1397198619276,0.0878,0.1373,0.2947,-0.5670,0.5604,2.7324,-1.1869,-1.1869,-0.2600
1397198619376,-0.1268,0.1466,-0.4455,-0.4919,0.5160,2.6672,0.6334,0.6334,-0.2515
1397198619475,-0.0284,-0.0480,-0.0064,-0.5165,0.5243,2.6931,0.0352,0.0352,0.0999
1397198619574,-0.0868,0.0264,-0.0372,-0.4924,0.5212,2.6696,-0.1168,-0.1168,-0.5573
1397198619673,-0.1211,-0.0356,-0.3159,-0.4341,0.4923,2.6214,0.3397,0.3397,-0.5572
1397198619773,0.1161,-0.1617,0.0254,-0.4109,0.4880,2.6075,-0.2084,-0.2084,-0.0436
1397198619872,0.2156,-0.0093,0.1758,-0.4004,0.4843,2.6020,-0.3499,-0.3499,0.2404
1397198619972,-0.1184,0.0590,-0.2325,-0.4649,0.5242,2.6624,1.2180,1.2180,0.2410
1397198620071,0.0144,-0.0908,0.1285,-0.5242,0.5275,2.7025,-0.1913,-0.1913,0.1391
1397198620170,-0.0762,0.1213,-0.0826,-0.5010,0.5236,2.6840,-0.1549,-0.1549,-0.1306
1397198620269,0.0205,0.0098,-0.0453,-0.4536,0.5092,2.6482,-0.3249,-0.3249,-0.1952
1397198620369,-0.0036,0.0966,-0.1283,-0.4375,0.5142,2.6446,0.2445,0.2445,0.2118
1397198620468,-0.0822,0.0365,-0.0175,-0.4487,0.5278,2.6589,-0.0581,-0.0581,-0.0982
1397198620567,0.1569,-0.1148,0.1271,-0.4162,0.5200,2.6296,-0.1557,-0.1557,-0.1350
1397198620667,-0.0336,-0.0638,-0.1767,-0.4255,0.5128,2.6382,0.4755,0.4755,0.0820
1397198620766,0.2169,0.0374,0.4392,-0.4471,0.5367,2.6533,-1.5127,-1.5127,0.4971
1397198620865,0.0477,0.0976,0.0458,-0.4107,0.5191,2.6247,-0.3021,-0.3021,-0.0614
1397198620965,0.0853,-0.1085,-0.0148,-0.4116,0.5029,2.6196,0.1188,0.1188,0.0917
1397198621064,0.2909,0.0105,0.2950,-0.4569,0.5286,2.6560,-0.2688,-0.2688,0.7682
1397198621163,-0.2482,0.0959,-0.0857,-0.5248,0.5603,2.7130,0.5660,0.5660,-0.2159
1397198621263,0.0159,0.0877,-0.0327,-0.4693,0.5377,2.6812,-0.5260,-0.5260,-0.2119
1397198621362,-0.1235,0.0322,-0.2965,-0.4551,0.5285,2.6978,0.7373,0.7373,-0.0408
1397198621461,0.1429,0.0111,0.2769,-0.4451,0.5267,2.6911,-0.7091,-0.7091,0.0251
1397198621561,-0.1816,0.0937,-0.3192,-0.4528,0.5354,2.7006,0.7677,0.7677,-0.1208
1397198621660,0.1442,-0.0422,0.2111,-0.4465,0.5145,2.6985,-0.9154,-0.9154,0.2054
1397198621759,-0.0278,-0.0395,0.0499,-0.4257,0.5273,2.6818,-0.1098,-0.1098,-0.4054
1397198621859,-0.0190,0.0493,-0.2060,-0.3963,0.4866,2.6528,-0.0310,-0.0310,-0.0628
1397198621959,0.0718,0.0486,0.0126,-0.4076,0.5187,2.6764,0.2238,0.2238,0.2858
1397198622057,-0.1309,0.0047,-0.1882,-0.4561,0.5258,2.7152,0.7146,0.7146,0.0836
1397198622157,-0.0614,-0.0268,0.0060,-0.5038,0.5398,2.7460,-0.1760,-0.1760,0.1007
1397198622256,-0.0293,-0.0440,0.1275,-0.5142,0.5485,2.7561,-0.2888,-0.2888,-0.1845
1397198622355,0.0500,0.0510,-0.0082,-0.4553,0.5142,2.7035,-0.6198,-0.6198,-0.1759
1397198622455,-0.0016,-0.0105,-0.1554,-0.4285,0.5101,2.6880,0.3192,0.3192,0.1353
1397198622554,-0.2858,0.0378,-0.2421,-0.5038,0.5347,2.7538,0.4759,0.4759,0.3431
1397198622654,0.0214,0.0688,0.2057,-0.5400,0.5587,2.7814,-0.6554,-0.6554,0.0363
1397198622753,-0.2404,-0.0082,-0.3271,-0.4960,0.5571,2.7360,0.0165,0.0165,-0.4596
1397198622852,0.1642,-0.0195,0.1318,-0.4275,0.5130,2.6807,-0.3471,-0.3471,0.0001
1397198622952,0.1153,-0.0512,0.0733,-0.4489,0.5414,2.7038,0.1373,0.1373,0.2429
1397198623051,-0.1151,0.0804,-0.1328,-0.4941,0.5375,2.7380,0.3512,0.3512,-0.0045
1397198623150,0.0434,0.0743,0.1047,-0.4742,0.5341,2.7121,-0.7388,-0.7388,-0.0512
1397198623250,0.0025,0.1765,-0.2222,-0.4556,0.5300,2.6948,0.0691,0.0691,0.2793
1397198623349,-0.1094,0.0139,-0.2088,-0.5049,0.5331,2.7436,0.9859,0.9859,0.1015
1397198623448,0.1353,0.0225,0.3006,-0.5533,0.5520,2.7792,-0.5454,-0.5454,0.2462
1397198623548,-0.2207,0.1088,-0.1565,-0.5469,0.5670,2.7681,-0.0588,-0.0588,-0.4879
1397198623647,0.1532,0.0324,0.0386,-0.4592,0.5343,2.6940,-0.6565,-0.6565,0.0833
1397198623746,-0.1144,0.1682,-0.2962,-0.4831,0.5421,2.7060,0.4638,0.4638,0.1301
1397198623846,0.0360,0.1203,-0.0180,-0.5068,0.5434,2.6975,0.1217,0.1217,0.4508
1397198623945,-0.2313,0.0021,-0.1978,-0.5585,0.5696,2.7401,0.3835,0.3835,-0.1397
1397198624044,-0.1417,0.1045,-0.0320,-0.5193,0.5382,2.6954,-0.1636,-0.1636,-0.5021
1397198624144,0.2107,0.0720,0.1303,-0.4840,0.5398,2.6716,-0.3549,-0.3549,0.2858
1397198624243,-0.1145,0.0734,-0.1686,-0.5125,0.5503,2.7016,-0.0946,-0.0946,-0.0543
1397198624342,0.0383,0.1352,-0.0635,-0.4554,0.5141,2.6482,-0.4205,-0.4205,-0.2282
1397198624442,0.0881,0.0667,-0.0812,-0.4309,0.5049,2.6331,0.4371,0.4371,0.0571
1397198624541,-0.0743,0.0570,-0.1176,-0.4874,0.5153,2.6825,0.4090,0.4090,0.4334
1397198624640,0.0035,0.0673,0.1557,-0.5535,0.5500,2.7381,0.1402,0.1402,0.2013
